input_step,decision,baseline_mmd,baseline_wasserstein,baseline_diversity,continuous_basis_family,continuous_basis_name,continuous_tau,continuous_theta,continuous_phi,continuous_mmd,continuous_mmd_improvement,continuous_wasserstein,continuous_wasserstein_improvement,continuous_diversity,continuous_diversity_retention,continuous_mean_success_probability,continuous_min_success_probability,continuous_score,axis_basis_family,axis_basis_name,axis_tau,axis_theta,axis_phi,axis_mmd,axis_mmd_improvement,axis_wasserstein,axis_wasserstein_improvement,axis_diversity,axis_diversity_retention,axis_mean_success_probability,axis_min_success_probability,axis_score,continuous_score_minus_axis_score
1,main_candidate,0.874415909607109,0.7254802424631482,0.7530508854570857,continuous,continuous,1.7947368421052632,1.832595714594046,3.5342917352885173,0.7777829151206687,0.09663299448644036,0.5773711596549024,0.14810908280824586,0.6110556380040586,0.8114400365297506,0.4852635402936274,0.05561066600647496,0.16125953771705082,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7809304897714162,0.0934854198356928,0.5834712967224563,0.1420089457406919,0.621495122090033,0.8253029564035356,0.46066749232740156,0.10159571117955454,0.15575504052621553,0.005504497190835289
2,fallback_candidate,0.8660288453699306,0.7177055826246559,0.7509270218553088,continuous,continuous,1.7947368421052632,1.308996938995747,3.141592653589793,0.736165957064887,0.12986288830504367,0.5538971424694896,0.16380844015516627,0.6326071565861363,0.8424349346533826,0.47667074180069413,0.13428621893460566,0.20388885511529592,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7351847386761065,0.13084410669382418,0.5428256516540988,0.1748799309705571,0.6110071110859754,0.8136704277552371,0.48642277571014086,0.11848069381736348,0.2089675935668646,-0.005078738451568671
3,main_candidate,0.8700925290534458,0.7229362961874892,0.7518713489986193,continuous,continuous,1.7947368421052632,1.832595714594046,3.5342917352885173,0.7686618131576711,0.10143071589577468,0.5730450132151919,0.14989128297229737,0.6201476032988732,0.8248054725383771,0.4697510194359816,0.07003610169871811,0.16761663100884222,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7765776014775733,0.09351492757587254,0.5774375588640541,0.1454987373234351,0.6201079426477663,0.8247527232865804,0.46113792727803976,0.09771798026632532,0.15750193240191912,0.0101146986069231
5,main_candidate,0.8554321635845906,0.7117238425455065,0.7550252847490719,continuous,continuous,0.768421052631579,0.7853981633974483,1.1780972450961724,0.7659617218096085,0.08947044177498209,0.5794308184979451,0.13229302404756138,0.6377828908411378,0.8447172614266834,0.42912908991470955,0.13872289620852607,0.14785281687009694,axis,x_minus,1.8973684210526316,1.5707963267948966,3.141592653589793,0.7872000556894557,0.0682321078951349,0.5839940445239737,0.12772979802153273,0.610905530223829,0.8091193004574141,0.46215176339088104,0.05892265141329951,0.12255297192877196,0.025299844941324978
7,main_candidate,0.8545473944564173,0.7089461580910802,0.7461183585113957,continuous,continuous,1.8973684210526316,1.308996938995747,2.748893571891069,0.7559922217028938,0.09855517275352343,0.5688569005291728,0.14008925756190738,0.6370283070599526,0.8537898843970384,0.43673997935068165,0.12048727521992433,0.16128929575432904,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7688664685617446,0.08568092589467269,0.563425945929283,0.14552021216179722,0.6031011278533183,0.8083183063027485,0.4501927071661793,0.11227449389402844,0.14885694729070872,0.012432348463620319
12,fallback_candidate,0.8700198115247795,0.721560338012784,0.7524213002206268,continuous,continuous,1.8973684210526316,1.5707963267948966,2.748893571891069,0.7526636871469089,0.11735612437787057,0.5558671475759975,0.16569319043678643,0.613395567675844,0.8152288717716826,0.4908299257143572,0.12680812914878092,0.1909641631848479,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.753763796068077,0.1162560154567025,0.5541710731193561,0.16738926489342787,0.6053169680556096,0.8044920683108215,0.4909532802614673,0.14550053992920492,0.19017525131895752,0.0007889118658903904
