input_step,tau,theta,phi,pre_rotation,score,baseline_mmd,candidate_mmd,mmd_improvement,baseline_wasserstein,candidate_wasserstein,wasserstein_improvement,baseline_diversity,candidate_diversity,diversity_retention,mean_success_probability,min_success_probability
1,0.5375000000000001,0.7853981633974483,2.356194490192345,0.0,0.13184225480372447,0.16446526632745112,0.03663700541189493,0.12782826091555619,0.016925821118720714,0.008897833342384174,0.00802798777633654,0.020445191268752785,0.03355272264325819,1.6411058327704753,0.10305022547817948,0.051529181107018776
2,1.675,2.748893571891069,0.0,-0.1,0.27069106617013183,0.32296804473701185,0.06783416355199987,0.255133881185012,0.0629711656901606,0.031856795719920936,0.03111436997023967,0.03545638665819952,0.0836507665178528,2.3592580745536296,0.249794111270469,0.17204799686929587
4,0.375,1.1780972450961724,1.5707963267948966,-0.1,0.5526193368573076,0.5363588150948099,0.05239288391690833,0.48396593117790154,0.16292670938902856,0.02561989803021658,0.13730681135881198,0.061456541895901995,0.07686373038314603,1.250700544025752,0.25094100412107545,0.14022762672388503
8,0.375,0.0,0.0,-0.1,0.42828853499025277,0.4442969017881572,0.062312355847896864,0.3819845459402603,0.13364173866616197,0.033080645153171925,0.10056109351299004,0.09621863352844658,0.0885662545551127,0.920468845869948,0.7220776852105166,0.6004423271285476
