input_step,decision,baseline_mmd,baseline_wasserstein,baseline_diversity,continuous_basis_family,continuous_basis_name,continuous_tau,continuous_theta,continuous_phi,continuous_mmd,continuous_mmd_improvement,continuous_wasserstein,continuous_wasserstein_improvement,continuous_diversity,continuous_diversity_retention,continuous_mean_success_probability,continuous_min_success_probability,continuous_score,axis_basis_family,axis_basis_name,axis_tau,axis_theta,axis_phi,axis_mmd,axis_mmd_improvement,axis_wasserstein,axis_wasserstein_improvement,axis_diversity,axis_diversity_retention,axis_mean_success_probability,axis_min_success_probability,axis_score,continuous_score_minus_axis_score
1,main_candidate,0.8455247807432348,0.7014067379468956,0.7488006717544193,continuous,continuous,0.5631578947368422,0.5235987755982988,2.748893571891069,0.7594688319977743,0.08605594874546052,0.5735559425650258,0.12785079538186972,0.6284038361348094,0.8392137718873524,0.31602203414558044,0.157904850311383,0.141942035030763,axis,z_plus,0.5631578947368422,0.0,0.0,0.7665233298348917,0.0790014509083431,0.5989728410382844,0.10243389690861116,0.6708189575430887,0.8958578468838422,0.47893958036049816,0.28936219720028444,0.12501129170684078,0.01693074332392222
2,fallback_candidate,0.890072109042268,0.7434945847495837,0.7480489055521324,continuous,continuous,1.7947368421052632,1.308996938995747,3.141592653589793,0.7663016097879456,0.12377049925432237,0.582588750257686,0.16090583449189777,0.6424205158222496,0.8587948074706173,0.4301335245905243,0.1312780298669141,0.19716315687380212,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7636206478181562,0.12645146122411177,0.569132886808854,0.17436169794072975,0.61699597639592,0.8248070036818211,0.4321751410039957,0.12076604435167995,0.20487266037856772,-0.007709503504765597
3,fallback_candidate,0.9020534851874316,0.7521852229395041,0.7440437891404685,continuous,continuous,1.7947368421052632,1.5707963267948966,3.5342917352885173,0.7338373180195918,0.16821616716783971,0.5505413992745932,0.20164382366491085,0.6228540290940059,0.8371201240904611,0.4763795268786108,0.1804586431483214,0.2608940852048182,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7306169935308264,0.17143649165660513,0.5438850429594918,0.20830017998001227,0.6120386663603198,0.82258420175425,0.47049587943066096,0.1602737891219593,0.26671579173432375,-0.005821706529505533
5,fallback_candidate,0.8749534012559506,0.7320306908554548,0.7540085708079736,continuous,continuous,1.7947368421052632,1.832595714594046,3.141592653589793,0.7792243704001863,0.09572903085576423,0.5828151855658117,0.1492155052896431,0.6165082200325936,0.8176408649731414,0.45746392345799103,0.09270585432897674,0.16121882674924284,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7786915229552922,0.09626187830065835,0.5888525555694614,0.14317813528599344,0.6317280565956768,0.8378260951579575,0.4576229359428215,0.07420318658432415,0.15974225070155296,0.001476576047689887
7,main_candidate,0.8502122694112173,0.7093114057834213,0.7500393840457953,continuous,continuous,1.7947368421052632,1.5707963267948966,2.748893571891069,0.7251123702955967,0.12509989911562058,0.5484959679737542,0.16081543780966712,0.6355237682240037,0.8473205297512756,0.4519067304997246,0.1373188603886376,0.19787364450801792,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.743997498752502,0.10621477065871532,0.5502087299076593,0.159102675875762,0.607647275252779,0.8101538241566228,0.46657563660954493,0.10094838005172362,0.17627379980442745,0.02159984470359047
12,main_candidate,0.879260010885459,0.7320436052768539,0.7492311863333169,continuous,continuous,0.8710526315789474,0.5235987755982988,0.39269908169872414,0.7447168991022127,0.1345431117832463,0.5493414932922864,0.18270211198456743,0.5961010063330953,0.7956169166560864,0.4346781740245925,0.09682428528153801,0.21567501360833433,axis,z_plus,0.8710526315789474,0.0,0.0,0.7709972212199623,0.10826278966549674,0.5295196392254778,0.20252396605137601,0.5124118590679818,0.6839168849546804,0.289360979781964,0.02814237271981678,0.19372061693891876,0.021954396669415566
