input_step,decision,baseline_mmd,baseline_wasserstein,baseline_diversity,continuous_basis_family,continuous_basis_name,continuous_tau,continuous_theta,continuous_phi,continuous_mmd,continuous_mmd_improvement,continuous_wasserstein,continuous_wasserstein_improvement,continuous_diversity,continuous_diversity_retention,continuous_mean_success_probability,continuous_min_success_probability,continuous_score,axis_basis_family,axis_basis_name,axis_tau,axis_theta,axis_phi,axis_mmd,axis_mmd_improvement,axis_wasserstein,axis_wasserstein_improvement,axis_diversity,axis_diversity_retention,axis_mean_success_probability,axis_min_success_probability,axis_score,continuous_score_minus_axis_score
1,main_candidate,0.8784546817941771,0.7249531213537725,0.7435755446169426,continuous,continuous,0.6657894736842106,0.5235987755982988,3.141592653589793,0.7692714760667372,0.10918320572743989,0.5770169390765247,0.1479361822772478,0.6317251918829282,0.8495776877766538,0.2574018760666264,0.13169175554499013,0.1756301812548965,axis,z_plus,0.5631578947368422,0.0,0.0,0.7834581370873337,0.09499654470684338,0.603342768459361,0.12161035289441158,0.6621682731536898,0.8905191650631943,0.4966443804162058,0.28488935339008925,0.15032767940720887,0.02530250184768762
2,main_candidate,0.8264103115836338,0.688257941323675,0.749273316116294,continuous,continuous,0.768421052631579,0.5235987755982988,1.1780972450961724,0.7813609608757465,0.04504935070788729,0.5683970705020209,0.11986087082165409,0.5848752761218337,0.7805900244164784,0.3716349482647215,0.10403354301499837,0.09400928733953826,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7984212240681102,0.027989087515523536,0.5908732468833119,0.09738469444036313,0.6060860374303011,0.8088984678806193,0.4646884769713372,0.1122701161426261,0.06712635812973607,0.02688292920980219
3,main_candidate,0.8123183107534984,0.6731064512703556,0.7476841172385942,continuous,continuous,1.8973684210526316,1.5707963267948966,2.748893571891069,0.7605754089346696,0.05174290181882879,0.5600149259962846,0.11309152527407107,0.6043420080931635,0.808285202479848,0.47386521479064914,0.15188679719799247,0.09870292457985673,axis,x_minus,1.8973684210526316,1.5707963267948966,3.141592653589793,0.7748481289903983,0.03747018176310002,0.5631351850933732,0.10997126617698239,0.5846977686694217,0.7820117549492338,0.48440418453651385,0.12181598733495536,0.0815564025990529,0.017146521980803825
5,main_candidate,0.8593847823951648,0.7172087480780631,0.752266223964007,continuous,continuous,0.6657894736842106,0.7853981633974483,2.356194490192345,0.784219208628621,0.07516557376654376,0.560894322552114,0.1563144255259491,0.5601498661604511,0.7446165311115339,0.2316548420314498,0.08027382481598613,0.140553613085095,axis,z_plus,0.6657894736842106,0.0,0.0,0.7851282663371226,0.07425651605804218,0.5824690597136177,0.1347396883644454,0.6030371841424119,0.8016273560239824,0.37805222158447654,0.1333468705054859,0.131707728041464,0.008845885043631013
7,fallback_candidate,0.8664394917801497,0.722659122415873,0.7519207778363869,continuous,continuous,1.6921052631578948,1.832595714594046,3.5342917352885173,0.7382386112092251,0.1282008805709246,0.5458017179130134,0.1768574045028597,0.6024635010944727,0.8012326814907684,0.48557497392599985,0.09466342324203461,0.20669121689689288,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.740924470918052,0.12551502086209765,0.5485566377636133,0.17410248465225975,0.6068681196768652,0.8070905041660064,0.485862651711699,0.128535427107184,0.20292078839652783,0.0037704285003650473
12,main_candidate,0.8797083059332375,0.734100903551806,0.7528853847774334,continuous,continuous,1.7947368421052632,1.832595714594046,3.5342917352885173,0.7454541906824966,0.13425411525074082,0.5563819191341681,0.1777189844176379,0.6108423565829308,0.8113351234245395,0.4889975204576017,0.12611256253016837,0.21368036363078674,axis,x_minus,1.7947368421052632,1.5707963267948966,3.141592653589793,0.7502248598516267,0.12948344608161078,0.5571960139803136,0.17690488957149242,0.6070214301404885,0.8062600794408236,0.4783651525705389,0.1426403638066651,0.20824889483939815,0.005431468791388588
